Coaster_Name,Location,Manufacturer,Type_Main,Year_Introduced,Latitude,Longitude,Speed_mph,Height_ft,Inversions,Gforce,Opening_Date
Prowler (roller coaster),Worlds of Fun,Great Coasters International,Wood,2009,39.1744,-94.4837,51,107,0,3.3345373265598965,2009-05-02
Saw – The Ride,Thorpe Park,Gerstlauer,Steel,2009,51.4026,-0.5119,55,118,3,3.981948492538585,2009-03-14
Teststrecke,Other,Anton Schwarzkopf,Steel,2009,37.69949751250231,-33.28234125898064,52,110,2,3.662062860717647,1999-01-01
The Flying Cobras,Other,Vekoma,Steel,2009,37.66373186978434,-30.39261848775857,47,97,6,5.2,1999-01-01
El Toro (Freizeitpark Plohn),Freizeitpark Plohn,Great Coasters International,Wood,2009,50.566,12.401,45,80,0,3.311267215242264,2009-04-10
Tranan,Skara Sommarland,S&S – Sansei Technologies,Steel,2009,58.41,13.55,24,37,0,2.5,2009-05-29
Wooden Coaster - Fireball,Happy Valley Shanghai,Martin & Vleminckx,Wood,2009,31.0987,121.214,56,122,0,3.7154213101850075,2009-08-16
Air Grover,"Tampa, Florida, U.S.",Vekoma,Other,2010,28.0379,-82.4216,48,101,0,3.206783421655821,1999-01-01
Battlestar Galactica (roller coaster),Other,Vekoma,Steel,2010,1.2541,103.8223,51,108,5,3.9632386118698655,2010-03-18
Canopy Flyer,Universal Studios Singapore,Setpoint Inc.,Steel,2010,1.2534,103.824,49,105,0,3.335295469942256,2010-03-18
Ednör – L'Attaque,Other,Vekoma,Steel,2010,37.66998706704693,-31.806450690935662,49,103,5,3.1,1999-01-01
Enchanted Airways,Universal Studios Singapore,Vekoma,Steel,2010,1.255,103.8222,28,42,0,2.631371449627327,2010-03-18
Fiorano GT Challenge,Other,Maurer AG,Steel,2010,24.4864,54.6042,59,129,0,1.5,2010-11-04
Formula Rossa,Ferrari World Abu Dhabi,Intamin,Steel,2010,24.4842,54.6124,149,170,0,4.8,2010-11-04
Huracan (Belantis),Belantis,Gerstlauer,Steel,2010,51.2531,12.3125,52,105,5,4.3,2010-06-26
Intimidator (roller coaster),Carowinds,Bolliger & Mabillard,Steel,2010,35.1031,-80.9394,75,172,0,4.3,2010-03-27
Intimidator 305,Kings Dominion,Intamin,Steel,2010,37.8375,-77.4397,90,212,0,4.608671291726214,2010-04-02
Joris en de Draak,Other,Great Coasters International,Wood,2010,51.6469,5.0525,46,82,0,3.3269375456980583,2010-07-01
The Monster (Walygator Parc),Other,Bolliger & Mabillard,Steel,2010,49.2299,6.1581,55,121,6,4.34916520705562,1999-01-01
RC Racer,Other,Intamin,Steel,2010,38.00808176707261,-34.761583616928874,42,82,0,3.0906228627846843,1999-01-01
Sky Rocket,Kennywood Park,Premier Rides,Steel,2010,40.3864,-79.8647,50,103,3,0.8,2010-06-29
Space Fantasy – The Ride,Universal Studios Japan,Mack Rides,Steel,2010,34.6653,135.4357,22,23,0,2.6181239890174766,2010-03-18
Thirteen (roller coaster),Alton Towers,Intamin,Steel,2010,52.9847,-1.8904,42,84,0,3.2,2010-03-20
Viking Voyage,"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Vekoma,Other,2010,28.3303,-81.5147,48,101,0,3.2087043443811005,1999-01-01
Woodstock Express (Carowinds),Carowinds,Philadelphia Toboggan Coasters,Wood,2010,35.101,-80.9394,36,66,0,2.822777669440793,1975-01-01
Woodstock Express (Kings Island),Kings Island,Philadelphia Toboggan Coasters,Wood,2010,39.3432,-84.2693,35,64,0,2.8060542351628115,1972-01-01
Accelerator (roller coaster),Drayton Manor,Vekoma,Steel,2011,52.6108,-1.7134,37,65,0,3.0,2011-04-21
Black Diamond (roller coaster),Knoebels Amusement Resort,Philadelphia Toboggan Coasters,Steel,2011,40.8797,-76.5068,48,100,0,3.2451444811528916,2011-10-08
Blue Flyer,Blackpool Pleasure Beach,Vekoma,Other,2011,53.7902,-3.0539,47,98,0,3.3677309695823077,1934-01-01
BomBora (Lagoon),Lagoon,Lagoon,Steel,2011,40.9855,-111.8923,31,53,0,2.6381992882474385,2011-04-02
BuzzSaw (roller coaster),Dreamworld,Maurer AG,Steel,2011,-27.8623,153.3149,65,151,2,5.0,2011-09-17
Cheetah Hunt,Busch Gardens Tampa Bay,Intamin,Steel,2011,28.0342,-82.42,60,131,1,4.0,2011-05-27
Dare Devil Dive,Six Flags Over Georgia,Gerstlauer,Steel,2011,33.7703,-84.5479,52,110,3,3.676079246073968,2011-05-28
Eurofighter (Zoosafari Fasanolandia),Zoosafari Fasanolandia,Gerstlauer,Steel,2011,40.8303,17.3398,43,75,2,3.4150975529479517,2011-08-06
Green Lantern Coaster,Warner Bros. Movie World,S&S – Sansei Technologies,Steel,2011,-27.9073,153.3136,41,108,2,3.5,2011-12-23
Hair Raiser,Ocean Park Hong Kong,Bolliger & Mabillard,Steel,2011,22.2357,114.1725,54,119,4,4.0,2011-12-08
Krake,Heide Park,Bolliger & Mabillard,Steel,2011,53.0247,9.879,64,134,1,4.024703268818641,2011-04-16
New Texas Giant,Six Flags Over Texas,Rocky Mountain Construction,Steel,2011,32.7564,-97.0731,65,145,0,4.2,2011-04-22
Raptor (Gardaland),Gardaland,Bolliger & Mabillard,Steel,2011,45.4571,10.7119,55,121,3,3.9747724374662354,2011-04-01
Road Runner Express (Six Flags Magic Mountain),Other,Vekoma,Steel,2011,38.4779042518496,-35.11920807368426,21,29,0,2.414935556123787,1999-01-01
Sky Scrapper,World Joyland,Bolliger & Mabillard,Steel,2011,31.4975,120.0411,54,118,5,3.3,2011-04-30
Soarin' Eagle,Other,Zamperla,Steel,2011,38.293613709846184,-33.38288466677852,25,40,2,3.3,1999-01-01
Takabisha,Fuji-Q Highland,Gerstlauer,Steel,2011,35.4853,138.78,62,141,7,4.757395194240715,2011-07-16
Tiger Express (roller coaster),Other,Mack Rides,Steel,2011,38.31530792561208,-34.79399734242679,28,45,0,2.62059791234622,1999-01-01
Timber Drop,Fraispertuis City,S&S – Sansei Technologies,Steel,2011,48.3242,6.7295,41,96,2,3.404277056305016,2011-07-12
Untamed (roller coaster),Canobie Lake Park,Gerstlauer,Steel,2011,42.7962,-71.249,44,89,3,4.5,2011-06-11
Van Helsing's Factory,Movie Park Germany,Gerstlauer,Steel,2011,51.6221,6.9752,22,26,0,4.0,2011-06-18
Vipère (roller coaster),Other,Intamin,Steel,2011,38.07689705580634,-34.269868599999995,37,70,0,2.9151997929880764,2011-07-01
Wood Coaster (Mountain Flyer),OCT East,Great Coasters International,Wood,2011,22.6145,114.2968,61,136,0,3.8150483804959094,2011-07-19
Wooden Warrior,Quassy Amusement Park,The Gravity Group,Wood,2011,41.5264,-73.1509,35,64,0,2.818809188978996,2011-04-23
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,Vekoma,Steel,2012,22.3102,114.0425,44,92,0,3.2617905510873015,2012-07-14
Cliffhanger (Colorado roller coaster),Other,S&MC,Steel,2012,38.11865349898225,-33.944230675845574,34,62,0,2.806457581893767,1999-01-01
Dauling Dragon,Other,Martin & Vleminckx,Wood,2012,30.5912,114.3879,48,102,0,3.4217798405284405,2012-04-29
Dinoconda,China Dinosaurs Park,S&S – Sansei Technologies,Steel,2012,31.8245,119.9955,78,183,3,4.765554797905057,2012-04-29
Dragonfly (roller coaster),Duinrell,Gerstlauer,Steel,2012,52.1472,4.3785,31,49,0,2.9,2012-03-31
Firebird (roller coaster),Other,Bolliger & Mabillard,Steel,2012,37.51025139415296,-31.639278879706353,55,119,2,3.7282003347792525,1999-01-01
Goliath (Six Flags New England),Other,Vekoma,Steel,2012,37.190624816715385,-30.258329984441502,65,147,3,4.5,1999-01-01
Iron Shark,Galveston Island Historic Pleasure Pier,Gerstlauer,Steel,2012,29.2858,-94.7895,52,110,4,3.7483495560352296,2012-06-01
Leviathan (Canada's Wonderland),Canada's Wonderland,Bolliger & Mabillard,Steel,2012,43.8445,-79.5424,92,306,0,4.5,2012-05-06
Manta (SeaWorld San Diego),SeaWorld San Diego,Mack Rides,Steel,2012,32.7671,-117.228,43,86,0,3.5,2012-05-26
OzIris,Parc Astérix,Bolliger & Mabillard,Steel,2012,49.1342,2.5663,56,121,5,4.20847996643176,2012-04-07
Polar X-plorer,Legoland Billund,Zierer,Steel,2012,55.737,9.1218,40,65,0,3.125733045610339,2012-04-29
Shambhala (roller coaster),PortAventura Park,Bolliger & Mabillard,Other,2012,41.0847,1.1564,83,249,0,3.8,2012-05-12
Skyrush,Hersheypark,Intamin,Steel,2012,37.008768545323605,-31.05179130311842,75,173,0,5.0,2012-05-26
Stinger (roller coaster),Other,Vekoma,Other,2012,37.61229946191286,-31.347244932101376,50,105,3,3.682268072568622,1999-01-01
Superman: Ultimate Flight (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Premier Rides,Steel,2012,38.1386,-122.231,62,137,1,3.733463056178639,2012-06-30
The Swarm (roller coaster),Thorpe Park,Bolliger & Mabillard,Steel,2012,51.4056,-0.5154,59,126,5,4.5,2012-03-15
Triops (roller coaster),Other,Vekoma,Other,2012,37.61229946191286,-31.347244932101376,50,105,3,3.682268072568622,1999-01-01
Verbolten,Busch Gardens Williamsburg,Zierer,Steel,2012,37.2315,-76.6449,53,113,0,3.372735861233547,2012-05-18
Wild Eagle,Dollywood,Bolliger & Mabillard,Steel,2012,35.7947,-83.5301,61,134,4,4.087600794542869,2012-03-24
Wild West Express Coaster,Other,Zierer,Steel,2012,38.59042667079784,-34.94345358606256,16,13,0,2.2179114208769484,1999-01-01
Wodan Timbur Coaster,Europa-Park,Great Coasters International,Wood,2012,48.2614,7.7192,62,138,0,3.5,2012-03-31
X-Flight (Six Flags Great America),Six Flags Great America,Bolliger & Mabillard,Steel,2012,42.3654,-87.9338,55,118,5,4.033821817368917,2012-05-16
Abyss (roller coaster),Adventure World,Gerstlauer,Steel,2013,-32.0955,115.817,52,98,3,4.5,2013-11-01
Boomerang (Six Flags St. Louis),Other,Vekoma,Steel,2013,37.586912918623455,-29.847219281794082,47,98,3,5.2,1999-01-01
Coast Rider,Knott's Berry Farm,Mack Rides,Steel,2013,33.845,-118.0019,48,102,0,3.161362410299251,2013-05-25
Crazy Bird,Happy Valley Tianjin,S&S – Sansei Technologies,Steel,2013,39.1847,117.4686,50,109,2,3.773979140438854,2013-12-22
Deep Space (roller coaster),Adlabs Imagica,Premier Rides,Steel,2013,18.7647,-73.2805,42,84,2,3.1684497610117788,2013-01-01
Flying Turns (Knoebels),Knoebels Amusement Resort,Knoebels Amusement Resort,Wood,2013,40.8784,-76.5051,24,35,0,2.4292321864699424,2013-10-05
Freedom Flyer,Fun Spot America,Vekoma,Steel,2013,28.4662,-81.4561,34,62,0,2.5,2013-06-08
Full Throttle (roller coaster),Six Flags Magic Mountain,Premier Rides,Steel,2013,34.4232,-118.5972,70,158,2,4.0,2013-06-22
GateKeeper (roller coaster),Cedar Point,Bolliger & Mabillard,Steel,2013,41.4806,-82.679,67,150,6,4.0,2013-05-11
Gold Striker,California's Great America,Great Coasters International,Wood,2013,37.3967,-121.9749,53,115,0,4.2,2013-05-31
Iron Rattler,Six Flags Fiesta Texas,Rocky Mountain Construction,Steel,2013,37.109234701035476,-30.88401391244463,70,159,1,4.090451502185491,2013-05-25
The Joker (Six Flags México),Other,Gerstlauer,Steel,2013,19.2951,-99.2082,31,53,0,2.5288169716758837,1999-01-01
Karacho,Erlebnispark Tripsdrill,Gerstlauer,Steel,2013,49.0377,9.0544,55,98,4,4.042653103304147,2013-07-10
Nitro (Imagicaa),Imagicaa,Bolliger & Mabillard,Steel,2013,18.7664,73.28,65,147,5,4.44089982643677,2013-10-01
Orkanen,Fårup Sommarland,Vekoma,Steel,2013,57.27,9.6453,46,97,0,3.0,2013-06-05
Outlaw Run,Silver Dollar City,Rocky Mountain Construction,Wood,2013,36.6681,-93.34,68,153,3,4.181026025815257,2013-03-15
Ring Racer,Nürburgring,S&S - Sansei Technologies,Steel,2013,50.3361,6.9492,99,123,0,5.6,2013-10-31
The Smiler,Alton Towers,Gerstlauer,Steel,2013,52.9872,-1.8953,52,112,14,4.8,2013-05-31
Smoky Mountain Alpine Coaster,Other,Wiegand,Steel,2013,35.7934,-83.5965,27,43,0,2.4948224594219433,2013-08-03
Storm Coaster,Sea World (Australia),Mack Rides,Steel,2013,-27.9563,153.4258,43,91,0,3.0,2013-12-06
White Lightning (roller coaster),Fun Spot America,Great Coasters International,Wood,2013,28.4662,-81.4564,44,89,0,3.029388128112167,2013-06-07
Wild Kitty,Other,Allan Herschell Company,Steel,2013,37.70093608787019,-32.63862437933619,48,101,0,3.2696924764690714,1999-01-01
Woodstock Express (Kings Dominion),Kings Dominion,Philadelphia Toboggan Coasters,Wood,2013,37.8405,-77.4422,35,64,0,2.7740098331572263,1974-01-01
Alpina Blitz,Nigloland,Mack Rides,Steel,2014,48.2617,4.6149,51,108,0,4.3,2014-04-12
Arthur – The Ride,Europa-Park,Mack Rides,Steel,2014,48.2639,7.7237,19,44,0,2.4380339745509403,2014-06-01
Banshee (roller coaster),Kings Island,Bolliger & Mabillard,Steel,2014,39.3457,-84.2655,68,153,7,4.661632629766391,2014-04-18
The Bat (Kings Island; opened 1993),Kings Island,Arrow Dynamics,Steel,2014,39.3476,-84.2652,51,108,0,2.9,1993-04-09
Dragon Wagon (Indiana Beach),Indiana Beach,Wisdom Rides,Steel,2014,40.79,-86.7713,48,101,0,3.210281186561115,2014-08-01
Family Inverted Coaster (Happy Valley Shanghai),Happy Valley Shanghai,Bolliger & Mabillard,Steel,2014,31.0973,121.2087,30,54,0,2.821543926255483,2014-07-05
FireChaser Express,Dollywood,Gerstlauer,Steel,2014,35.7947,-83.5301,34,63,0,2.7294872141941298,2014-03-22
Flug der Dämonen,Heide Park Resort,Bolliger & Mabillard,Steel,2014,53.0262,9.8796,62,131,5,4.0,2014-03-29
Goliath (Six Flags Great America),Six Flags Great America,Rocky Mountain Construction,Other,2014,42.3661,-87.9311,72,164,2,4.217496318828353,2014-06-19
Harry Potter and the Escape from Gringotts,Universal Studios Florida,Intamin,Steel,2014,28.4803,-81.47,49,103,0,3.178568674962161,2014-07-08
Helix (roller coaster),Liseberg,Mack Rides,Steel,2014,57.6953,11.9908,62,134,7,4.3,2014-04-26
Lightning Run,Kentucky Kingdom,Chance Rides,Other,2014,38.1965,-85.744,55,119,0,3.4096135180289053,2014-05-24
El Loco (Adventuredome),Adventuredome,S&S – Sansei Technologies,Steel,2014,36.1375,-115.1666,45,91,2,3.270609395488055,2014-02-18
Medusa Steel Coaster,Six Flags México,Rocky Mountain Construction,Steel,2014,19.2945,-99.2112,58,126,3,3.753079656569618,2014-06-14
Parrot Coaster,Chime-Long Ocean Kingdom,Bolliger & Mabillard,Steel,2014,22.1016,113.529,67,152,3,4.319432894409438,2014-01-25
Roar-o-Saurus,Story Land,The Gravity Group,Wood,2014,44.1161,-71.1828,33,59,0,2.734722421648474,2014-05-24
Seven Dwarfs Mine Train,Other,Vekoma,Steel,2014,38.04490866139553,-32.95988052413122,34,62,0,2.7851552133774113,1999-01-01
Thunderbird (Holiday World),Holiday World & Splashin' Safari,Bolliger & Mabillard,Steel,2014,38.1242,-86.909,60,132,4,4.039618924625703,2015-04-25
Thunderbolt (2014 roller coaster),Luna Park,Zamperla,Steel,2014,40.5735,-73.9826,56,121,4,4.3,2014-06-14
Twist Coaster Robin,Yomiuriland,Sansei Technologies,Steel,2014,35.6253,139.5194,38,62,2,3.9,2014-03-19
Wonder Mountain's Guardian,Canada's Wonderland,Art Engineering,Steel,2014,43.84,-79.54,34,60,0,2.7743350984708606,2014-05-24
Zimerman (roller coaster),Other,Arrow Dynamics,Steel,2014,37.407506521044034,-30.085332860882204,55,119,3,3.8244507487791637,1999-01-01
Acrobat (roller coaster),Nagashima Spa Land,Bolliger & Mabillard,Steel,2015,37.31804540813768,-28.973600772404325,55,121,4,3.960779655088089,2015-07-18
Baron 1898,Efteling,Bolliger & Mabillard,Steel,2015,51.6482,5.0508,55,98,2,3.7931243542243323,2015-07-01
Batman: The Ride (S&S Free Spin),Other,S&S – Sansei Technologies,Steel,2015,37.72919754684322,-28.828080710011704,38,73,6,3.610608759998346,1999-01-01
Cannibal (roller coaster),Lagoon,Lagoon Corporation,Steel,2015,40.9874,-111.8955,70,159,4,4.2,2015-07-02
Fury 325,Carowinds,Bolliger & Mabillard,Steel,2015,35.1055,-80.9425,95,227,0,4.699888250425367,2015-03-28
Harpy (Xishuangbanna Theme Park),Xishuangbanna Theme Park,Bolliger & Mabillard,Steel,2015,22.0277,100.742,52,114,2,3.7103842129588216,2015-09-26
Impulse (roller coaster),Knoebels Amusement Resort,Zierer,Steel,2015,40.8798,-76.5018,55,119,4,3.8904506976585935,2015-04-25
Jumbo Jet (Chelyuskintsev Park),Other,Anton Schwarzkopf,Steel,2015,37.621675516289905,-31.642526897629978,48,102,0,3.2552508908941036,1999-01-01
Junker (roller coaster),PowerPark,Gerstlauer,Steel,2015,63.2309,22.8555,64,147,3,4.5,2015-05-30
Laff Trakk,Hersheypark,Maurer AG,Steel,2015,40.2935,-76.6551,40,78,0,2.928192078024818,2015-05-23
Oblivion: The Black Hole,Gardaland,Bolliger & Mabillard,Steel,2015,45.4582,10.7111,62,139,2,4.0198290676167225,2015-03-28
Octonauts Rollercoaster Adventure,Alton Towers,Zamperla,Steel,2015,37.621675516289905,-31.642526897629978,48,102,0,3.2552508908941036,2015-03-21
Puss in Boots' Giant Journey,Universal Studios Singapore,Zamperla,Steel,2015,1.2545,103.8245,33,55,0,2.7263583028144254,2015-04-08
Rewind Racers,Adventure City,Gerstlauer,Steel,2015,33.8151,-117.993,31,54,0,2.5558421912412292,2015-06-06
T3 (roller coaster),Kentucky Kingdom,Vekoma,Steel,2015,38.1941,-85.747,49,104,5,3.809922216972698,1995-04-08
Tempesto,Busch Gardens Williamsburg,Premier Rides,Steel,2015,37.2347,-76.6421,62,138,1,3.7513127577597807,2015-04-25
The Cú Chulainn Coaster,Tayto Park,The Gravity Group,Wood,2015,53.5427,-6.4628,55,105,0,3.5658246067446626,2015-06-06
The Oath of Kärnan,Hansa-Park,Gerstlauer,Steel,2015,54.0769,10.78,78,239,1,5.0,2015-07-01
Turbulence (roller coaster),Adventureland (New York),Mack Rides,Steel,2015,40.7525,-73.4197,40,78,0,2.9342920532644,2015-05-22
Twisted Colossus,Six Flags Magic Mountain,Rocky Mountain Construction,Steel,2015,34.4278,-118.5975,57,124,2,3.640323399866972,2015-05-23
Wicked Cyclone,Six Flags New England,Rocky Mountain Construction,Steel,2015,42.0403,-72.6156,55,119,3,3.7836616895749238,2015-05-24
ZDT's Amusement Park,ZDT's Amusement Park,The Gravity Group,Wood,2015,37.840294670401065,-32.112426191307804,40,80,0,2.9837648863696558,2015-10-17
Cobra's Curse,Busch Gardens Tampa Bay,Mack Rides,Steel,2016,37.813906099870266,-31.642456069011132,40,79,0,2.96003489853333,2016-06-17
Flying Aces (roller coaster),Ferrari World Abu Dhabi,Intamin,Steel,2016,36.36245730548738,-23.919769269592393,74,206,1,5.0,2016-02-24
The Flying Dinosaur,Universal Studios Japan,Bolliger & Mabillard,Steel,2016,34.6634,135.4305,62,140,5,4.453543024506033,2016-03-18
Formuła (Energylandia),Energylandia,Vekoma,Steel,2016,37.811913779694734,-32.51138142837226,49,81,3,3.8,2016-06-25
The Joker (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Rocky Mountain Construction,Other,2016,37.38618092477015,-29.21200747696969,53,114,3,3.7377543623720477,2016-05-29
Lightning Rod (roller coaster),Dollywood,Rocky Mountain Construction,Steel,2016,36.97103153792037,-30.198171726204237,73,168,0,3.5,2016-06-13
Lost Gravity (roller coaster),Walibi Holland,Mack Rides,Steel,2016,52.4424,5.7663,54,105,2,4.3,2016-03-24
Mako (roller coaster),SeaWorld Orlando,Bolliger & Mabillard,Steel,2016,28.4095,-81.4591,73,167,0,3.935923047800685,2016-06-10
The Monster (Adventureland),Adventureland (Iowa),Gerstlauer,Steel,2016,41.6518,-93.5014,65,133,5,4.289637041911593,2016-06-04
Pulsar (roller coaster),Walibi Belgium,Mack Rides,Steel,2016,50.6988,4.5903,62,147,0,3.8228225438943326,2016-06-04
Raik,Phantasialand,Vekoma,Steel,2016,50.7996,6.8828,38,75,0,3.0191230411843932,2016-06-30
Recoil (Wonderla Hyderabad),Other,Vekoma,Steel,2016,37.54343864870868,-29.545081780375313,47,98,3,3.541572308699781,1999-01-01
Taron (roller coaster),Phantasialand,Intamin,Steel,2016,50.7996,6.8828,72,98,0,4.015480509073342,2016-06-30
The Joker (Six Flags Great Adventure),Other,S&S – Sansei Technologies,Steel,2016,37.69232512804985,-28.33590563415453,38,73,6,3.599957575740163,1999-01-01
Tron Lightcycle Power Run,Other,Vekoma,Steel,2016,37.29105344944783,-30.274849636163253,59,131,0,4.0,2016-06-16
Valravn (roller coaster),Cedar Point,Bolliger & Mabillard,Steel,2016,41.4813,-82.684,75,173,3,4.41279099206103,2016-05-07
Wildfire (Kolmården Wildlife Park),Kolmården Wildlife Park,Rocky Mountain Construction,Wood,2016,58.6653,16.4664,71,183,3,4.0,2016-06-28
Dawson Duel (roller coaster),Other,Wiegand,Steel,2017,50.8483,2.9475,24,39,0,2.558051951417138,2017-05-05
DC Rivals HyperCoaster,Warner Bros. Movie World,Mack Rides,Steel,2017,-27.908,153.314,71,202,0,4.3,2017-09-22
Gold Rush (Slagharen),Attractiepark Slagharen,Gerstlauer,Steel,2017,52.6244,6.5619,59,131,2,3.921740041640671,2017-04-13
Hydrus (roller coaster),Casino Pier,Gerstlauer,Steel,2017,39.9428,-74.0721,45,92,3,3.4222836466306745,2017-05-26
InvadR,Busch Gardens Williamsburg,Great Coasters International,Wood,2017,37.2325,-76.6486,48,100,0,3.1535966218968454,2017-04-07
Lech Coaster,Legendia,Vekoma,Steel,2017,37.18613937184914,-28.329646097495015,59,131,3,3.9240503809552223,2017-07-01
Mine Blower,Fun Spot America (Kissimmee),The Gravity Group,Wood,2017,37.5252518699751,-30.10882986288607,48,102,1,3.344861072827136,2017-06-23
Mystic Timbers,Kings Island,Great Coasters International,Wood,2017,37.436308612543414,-30.428620002441562,53,114,0,3.374444830565075,2017-04-15
Patriot (California's Great America),California's Great America,Bolliger & Mabillard,Steel,2017,37.3967,-121.9732,45,92,2,3.235080930302633,1991-03-09
Pégase Express,Parc Astérix,Gerstlauer,Steel,2017,49.1336,2.5737,32,59,0,2.7918614738492487,2017-06-11
Red Force (roller coaster),Ferrari Land,Intamin,Steel,2017,34.536066507557834,-13.986680790118726,111,367,0,5.473699140357425,2017-04-07
Star Trek: Operation Enterprise,Movie Park Germany,Mack Rides,Steel,2017,51.6223,6.9729,55,131,3,3.947784974220937,2017-06-14
Star Wars Hyperspace Mountain,Disneyland Park (Paris),Vekoma,Steel,2017,48.8741,2.7793,44,90,3,3.525096042997909,2017-05-07
The Joker (Six Flags Great America),Other,S&S – Sansei Technologies,Steel,2017,37.65545270925649,-27.84373055829724,38,74,6,3.5893063914819905,1999-01-01
The Joker (Six Flags New England),Other,S&S – Sansei Technologies,Steel,2017,37.65545270925649,-27.84373055829724,38,74,6,3.5893063914819905,1999-01-01
The Joker (Six Flags Over Texas),Other,S&S – Sansei Technologies,Steel,2017,37.65545270925649,-27.84373055829724,38,74,6,3.5893063914819905,1999-01-01
Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,Intamin,Steel,2017,29.4553,-98.6961,44,89,0,2.959014429821174,2017-06-16
Adrenaline Peak,Oaks Amusement Park,Gerstlauer,Steel,2018,45.4716,-122.6623,45,92,3,3.378376888640645,2018-03-24
Electric Eel (roller coaster),SeaWorld San Diego,Premier Rides,Steel,2018,32.765,-117.224,62,138,1,3.647669947788664,2018-05-10
Fēnix (roller coaster),Toverland,Bolliger & Mabillard,Steel,2018,51.3997,5.985,59,131,3,5.0,2018-07-07
HangTime (roller coaster),Knott's Berry Farm,Gerstlauer,Steel,2018,33.8448,-118.0015,57,124,5,3.9560609355828227,2018-05-18
Hyperion (roller coaster),Energylandia,Intamin,Steel,2018,35.82730983391656,-21.368880238040674,88,252,1,4.8,2018-07-14
Icon (roller coaster),Blackpool Pleasure Beach,Mack Rides,Steel,2018,53.7903,-3.0556,52,115,1,4.3,2018-05-25
Merlin's Mayhem,Dutch Wonderland,S&S – Sansei Technologies,Steel,2018,40.0287,-76.2186,49,103,0,3.189233686621538,2018-04-28
RailBlazer,California's Great America,Rocky Mountain Construction,Steel,2018,37.3951,-121.9737,52,111,3,3.5702723662876075,2018-06-14
Slinky Dog Dash,Disney's Hollywood Studios,Mack Rides,Steel,2018,28.3594,-81.5607,40,79,0,2.832544210808603,2018-06-30
Steel Vengeance,Cedar Point,Rocky Mountain Construction,Steel,2018,41.4862,-82.6933,74,170,4,4.474899171507463,2018-05-05
Tantrum (roller coaster),Six Flags Darien Lake,Gerstlauer,Steel,2018,42.9294,-78.3849,52,113,3,3.6755833969095804,2018-05-25
Tiki-Waka (roller coaster),Walibi Belgium,Gerstlauer,Steel,2018,50.6971,4.5871,34,64,0,2.852861677452946,2018-04-07
Time Traveler (roller coaster),Silver Dollar City,Mack Rides,Steel,2018,36.669,-93.3377,50,106,3,3.5459224550907464,2018-03-14
Twisted Timbers,Kings Dominion,Rocky Mountain Construction,Steel,2018,37.286226466527005,-28.17214494135419,54,117,3,3.749149002801076,2018-03-24
Valkyria (roller coaster),Liseberg,Bolliger & Mabillard,Steel,2018,57.6932,11.9953,65,148,3,4.2613177423302595,2018-08-10
Wicker Man (roller coaster),Alton Towers,Great Coasters International,Wood,2018,52.9889,-1.8886,43,89,0,3.163727904491985,2018-03-20
Wonder Woman Coaster,Six Flags Mexico,S&S – Sansei Technologies,Steel,2018,19.2935,-99.2058,38,73,6,3.404707094981731,2018-06-01
Wonder Woman Golden Lasso Coaster,Six Flags Fiesta Texas,Rocky Mountain Construction,Steel,2018,29.5951,-98.6085,52,111,3,3.561732417493083,2018-05-12
Copperhead Strike,Carowinds,Mack Rides GmbH & Co KG,Steel,2019,35.1011,-80.9426,50,106,5,3.766648977568792,2019-03-23
Desmo Race,Other,Maurer AG,Steel,2019,44.3389,12.2636,49,105,0,1.2,2019-07-25
Dragonflier,Dollywood,Vekoma,Steel,2019,35.7977,-83.5312,46,97,0,3.5,2019-05-10
Dynamite (Freizeitpark Plohn),Freizeitpark Plohn,Mack Rides,Steel,2019,36.967345735572536,-26.554601079305144,62,144,3,4.012402227981337,2019-05-18
Fury (roller coaster),Bobbejaanland,Gerstlauer,Steel,2019,51.1993,4.909,66,141,2,4.108960740056389,2019-06-24
Hagrid's Magical Creatures Motorbike Adventure,Universal's Islands of Adventure,Intamin,Steel,2019,28.4298,-81.5859,50,106,0,3.1493088011610837,2019-06-13
Hurricane (Fun Spot America),"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Vekoma,Other,2019,28.3303,-81.5147,49,105,0,3.1397515912896417,1999-01-01
Kentucky Flyer,Kentucky Kingdom,Gravitykraft Corporation,Wood,2019,38.1943,-85.7443,35,66,0,2.6991587656417515,2019-04-28
Maxx Force,Six Flags Great America,S&S - Sansei Technologies,Steel,2019,36.572753361317794,-25.393241579305254,78,182,5,4.5,2019-07-04
Mystic (roller coaster),Walibi Rhône-Alpes,Gerstlauer,Steel,2019,45.62,5.5715,52,114,3,3.779171912942463,2019-05-30
Nickelodeon Slime Streak,Nickelodeon Universe,Chance Rides,Steel,2019,40.8061,-74.0706,37,71,0,2.5,2019-10-25
Panic Coaster – Back Daaan,Tokyo Dome City Attractions,Gerstlauer,Steel,2019,38.264174725537615,-31.353895856919507,18,22,0,2.2283653543276962,2019-03-23
